,Serial,Time,Username,Observer,Tree ID,Date,Julian,Season,Species,Latitude,Longitude,Urbanization,Habitat,Shading,Circumference,LeafColor,LeafDropping,Fruit,LeafBud,LeafUnfurled,Flowering,Damage,Comments,UniqueID,TreeCode,Obs
962,962,10/29/2015 - 2:10pm,NA,NA,55,10/29/15,302,Fall,Silver Maple,44.605696,-75.167442,Yes,School lawn,Open (more than 5hr per day of direct sun),104,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_55_Silver Maple_44.605696_-75.167442_Yes_School lawn_Open (more than 5hr per day of direct sun)_104,,
963,963,10/29/2015 - 2:07pm,NA,NA,56,10/29/15,302,Fall,Sugar Maple,44.60493,-75.168005,Yes,School lawn,Open (more than 5hr per day of direct sun),90,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,cracks in the bark. more holes in the leaves. grey greenish splashes on the leaves as a barl.,NA_56_Sugar Maple_44.60493_-75.168005_Yes_School lawn_Open (more than 5hr per day of direct sun)_90,,
685,685,10/02/2015 - 2:18pm,NA,NA,56,10/2/15,275,Fall,Sugar Maple,44.60493,-75.168005,Yes,School lawn,Open (more than 5hr per day of direct sun),93,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,fungi on the leaves,NA,NA_56_Sugar Maple_44.60493_-75.168005_Yes_School lawn_Open (more than 5hr per day of direct sun)_93,,
832,832,10/19/2015 - 2:10pm,NA,NA,56,10/19/15,292,Fall,Sugar Maple,44.60493,-75.168005,Yes,School lawn,Open (more than 5hr per day of direct sun),93,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_56_Sugar Maple_44.60493_-75.168005_Yes_School lawn_Open (more than 5hr per day of direct sun)_93,,
1856,1856,04/15/2016 - 2:16pm,Seth Thomas,NA,56,4/14/16,105,Spring,Sugar Maple,44.60493,-75168005,Yes,School lawn,Open (more than 5hr per day of direct sun),94,NA,NA,NA,no,no,no,Seth Thomas,NA,NA_56_Sugar Maple_44.60493_-75168005_Yes_School lawn_Open (more than 5hr per day of direct sun)_94,,
1916,1916,04/21/2016 - 2:17pm,canton56st,NA,56,4/21/16,112,Spring,Sugar Maple,44.60493,-75168005,Yes,School lawn,Open (more than 5hr per day of direct sun),94,NA,NA,NA,yes,no,no,canton56st,NA,NA_56_Sugar Maple_44.60493_-75168005_Yes_School lawn_Open (more than 5hr per day of direct sun)_94,,
2041,2041,05/13/2016 - 2:10pm,Canton,NA,56,5/13/16,134,Spring,Sugar Maple,44.60493,-75168005,Yes,School lawn,Open (more than 5hr per day of direct sun),94,NA,NA,NA,yes,yes,Flowers are visible and producing pollen (shake the flower to see if it releases pollen grains),Canton,NA,NA_56_Sugar Maple_44.60493_-75168005_Yes_School lawn_Open (more than 5hr per day of direct sun)_94,,
2107,2107,05/23/2016 - 2:13pm,canton56st,NA,56,5/23/16,144,Spring,Sugar Maple,44.60493,-75168005,Yes,School lawn,Open (more than 5hr per day of direct sun),94,NA,NA,NA,yes,yes,Flowers are visible and producing pollen (shake the flower to see if it releases pollen grains),canton56st,NA,NA_56_Sugar Maple_44.60493_-75168005_Yes_School lawn_Open (more than 5hr per day of direct sun)_94,,
1060,1060,09/21/2016 - 8:19am,NA,NA,6,9/21/16,265,Fall,Red Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),44,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),Late:  Most or all fruits or seeds have been dispersed from tree (over 90%),NA,NA,NA,It has bark loss and a few broken limbs high up.,NA,"NA_6_Red Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_44",,
1278,1278,09/30/2016 - 2:29pm,NA,NA,6,9/30/16,274,Fall,Sugar Maple,44.608917,-75.171201,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),31,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_6_Sugar Maple_44.608917_-75.171201_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_31",,
1391,1391,11/01/2016 - 8:29am,NA,NA,6,11/1/16,306,Fall,Sugar Maple,44.61138,-75.169528,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),31,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_6_Sugar Maple_44.61138_-75.169528_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_31",,
2063,2063,05/23/2016 - 8:32am,canton6pb,NA,6,5/23/16,144,Spring,Sugar Maple,44.61138,-75.169582,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),54,NA,NA,NA,yes,yes,no,canton6pb,yes no damage,"NA_6_Sugar Maple_44.61138_-75.169582_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_54",,
1041,1041,09/21/2016 - 8:43am,NA,NA,6,9/21/16,265,Fall,Sugar Maple,44.61138,-75.169582,No,School lawn,Shaded (less than 2hr per day of direct sun),31,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_6_Sugar Maple_44.61138_-75.169582_No_School lawn_Shaded (less than 2hr per day of direct sun)_31,,
627,627,10/02/2015 - 8:39am,NA,NA,6,10/2/15,275,Fall,Sugar Maple,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),42,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_6_Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_42",,
919,919,10/28/2015 - 8:34am,NA,NA,6,10/28/15,301,Fall,Sugar Maple,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),47,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,"tree splits has two trunks

Tree 1 has a circumference of 11

Tree 2 has a circumference of 10



","NA_6_Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_47",,
760,760,10/08/2015 - 8:31am,NA,NA,6,10/8/15,281,Fall,Sugar Maple,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),48,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_6_Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_48",,
550,550,10/19/2015 - 8:35am,NA,NA,6,10/19/15,292,Fall,Sugar Maple,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),48,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_6_Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_48",,
588,588,10/22/2014 - 2:16pm,NA,NA,6,10/22/14,295,Fall,Sugar Maple,44.61138,-75.169582,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),48,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),Early:  Only a few ripe fruits are visible (less than 10%),NA,NA,NA,no damage,NA,"NA_6_Sugar Maple_44.61138_-75.169582_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_48",,
591,591,09/24/2015 - 9:10am,NA,NA,61,9/24/15,267,Fall,Red Maple,44.5531,-74.9397,Yes,School lawn,Open (more than 5hr per day of direct sun),18,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_61_Red Maple_44.5531_-74.9397_Yes_School lawn_Open (more than 5hr per day of direct sun)_18,,
536,536,09/14/2015 - 8:54am,NA,NA,61,9/14/15,257,Fall,Red Maple,44.557025,-74.945679,Yes,School paved area,Open (more than 5hr per day of direct sun),18,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Healthy tree with fungus growing on trunk,NA,NA_61_Red Maple_44.557025_-74.945679_Yes_School paved area_Open (more than 5hr per day of direct sun)_18,,
521,521,09/08/2015 - 9:21am,NA,NA,61,9/8/15,251,Fall,Red Maple,44.557164,-74.945708,Yes,School paved area,Open (more than 5hr per day of direct sun),18,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,fungi on trunk and splitting bark on trunk,NA,NA_61_Red Maple_44.557164_-74.945708_Yes_School paved area_Open (more than 5hr per day of direct sun)_18,,
734,734,10/06/2015 - 10:29am,NA,NA,61,10/6/15,279,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),18,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Lots of Gashes,NA,NA_61_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_18,,
735,735,10/06/2015 - 10:29am,NA,NA,61,10/6/15,279,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),18,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Lots of Gashes,NA,NA_61_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_18,,
736,736,10/06/2015 - 10:29am,NA,NA,61,10/6/15,279,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),18,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Lots of Gashes,NA,NA_61_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_18,,
885,885,10/22/2015 - 10:33am,NA,NA,61,10/22/15,295,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),18,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_61_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_18,,
886,886,10/22/2015 - 10:33am,NA,NA,61,10/22/15,295,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),18,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_61_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_18,,
884,884,10/22/2015 - 10:30am,NA,NA,61,10/22/15,295,Fall,Red Maple,44.558055,-90.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),18,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,a lot of gashes,NA,NA_61_Red Maple_44.558055_-90.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_18,,
501,501,09/08/2015 - 9:23am,NA,NA,61,9/8/15,251,Fall,Red Maple,44.56,-74.95,Yes,School paved area,Open (more than 5hr per day of direct sun),18,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,fungus,our tree is the tallest,NA_61_Red Maple_44.56_-74.95_Yes_School paved area_Open (more than 5hr per day of direct sun)_18,,
1930,1930,04/28/2016 - 10:25am,Noah and Landon,NA,61,4/20/16,111,Spring,Silver Maple,44.557263,-74.945775,Yes,School lawn,Open (more than 5hr per day of direct sun),20,NA,NA,NA,no,no,no,Noah and Landon,long newish brown crack,NA_61_Silver Maple_44.557263_-74.945775_Yes_School lawn_Open (more than 5hr per day of direct sun)_20,,
1935,1935,04/28/2016 - 10:27am,Noah and Landon,NA,61,4/28/16,119,Spring,Silver Maple,44.557263,-74.945775,Yes,School lawn,Open (more than 5hr per day of direct sun),20,NA,NA,NA,yes,no,no,Noah and Landon,NA,NA_61_Silver Maple_44.557263_-74.945775_Yes_School lawn_Open (more than 5hr per day of direct sun)_20,,
2006,2006,05/09/2016 - 10:28am,Noah and Landon,NA,61,5/7/16,128,Spring,Silver Maple,44.557263,-74.945775,Yes,School lawn,Open (more than 5hr per day of direct sun),20,NA,NA,NA,yes,no,Flowers are visible,Noah and Landon,NA,NA_61_Silver Maple_44.557263_-74.945775_Yes_School lawn_Open (more than 5hr per day of direct sun)_20,,
2055,2055,05/20/2016 - 10:26am,"Landon, Noah",NA,61,5/20/16,141,Spring,Silver Maple,44.557263,-74.945775,Yes,School lawn,Open (more than 5hr per day of direct sun),20,NA,NA,NA,yes,yes,no,"Landon, Noah",NA,NA_61_Silver Maple_44.557263_-74.945775_Yes_School lawn_Open (more than 5hr per day of direct sun)_20,,
502,502,09/08/2015 - 9:20am,NA,NA,62,9/8/15,251,Fall,Red Maple,44.56,-74.95,Yes,School paved area,Open (more than 5hr per day of direct sun),14,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_62_Red Maple_44.56_-74.95_Yes_School paved area_Open (more than 5hr per day of direct sun)_14,,
503,503,09/08/2015 - 9:22am,NA,NA,62,9/8/15,251,Fall,Red Maple,44.56,-74.95,Yes,School paved area,Open (more than 5hr per day of direct sun),14,Late:  Most or all leaves have turned color (more than 90%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_62_Red Maple_44.56_-74.95_Yes_School paved area_Open (more than 5hr per day of direct sun)_14,,
522,522,09/08/2015 - 9:22am,NA,NA,62,9/8/15,251,Fall,Red Maple,44.56,-74.95,Yes,School paved area,Open (more than 5hr per day of direct sun),15,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_62_Red Maple_44.56_-74.95_Yes_School paved area_Open (more than 5hr per day of direct sun)_15,,
1860,1860,04/20/2016 - 10:03am,"Aaron,Michael",NA,62,4/20/16,111,Spring,Silver Maple,44.557125,-74.945713,Yes,School lawn,Open (more than 5hr per day of direct sun),16,NA,NA,NA,yes,no,no,"Aaron,Michael",yes,NA_62_Silver Maple_44.557125_-74.945713_Yes_School lawn_Open (more than 5hr per day of direct sun)_16,,
605,605,09/08/2015 - 9:20am,NA,NA,62,9/8/15,251,Fall,Silver Maple,44.557164,-74.945708,Yes,School paved area,Open (more than 5hr per day of direct sun),15,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_62_Silver Maple_44.557164_-74.945708_Yes_School paved area_Open (more than 5hr per day of direct sun)_15,,
1999,1999,05/09/2016 - 9:42am,"Michael, and Jeff",NA,62,5/9/16,130,Spring,Silver Maple,44.5572,-74.946624,Yes,School lawn,Open (more than 5hr per day of direct sun),16,NA,NA,NA,yes,no,Flowers are visible,"Michael, and Jeff",YES,NA_62_Silver Maple_44.5572_-74.946624_Yes_School lawn_Open (more than 5hr per day of direct sun)_16,,
1925,1925,04/28/2016 - 9:41am,JEFF JOHN CENA,NA,62,4/28/16,119,Spring,Silver Maple,44.557572,-74.946624,Yes,School lawn,Open (more than 5hr per day of direct sun),16,NA,NA,NA,yes,no,no,JEFF JOHN CENA,Yes,NA_62_Silver Maple_44.557572_-74.946624_Yes_School lawn_Open (more than 5hr per day of direct sun)_16,,
2046,2046,05/20/2016 - 9:39am,aaron michael,NA,62,5/20/16,141,Spring,Silver Maple,44.557572,-74.946624,Yes,School lawn,Open (more than 5hr per day of direct sun),16,NA,NA,NA,yes,yes,no,aaron michael,NA,NA_62_Silver Maple_44.557572_-74.946624_Yes_School lawn_Open (more than 5hr per day of direct sun)_16,,
592,592,09/28/2015 - 10:24am,NA,NA,62,9/28/15,271,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Scars,"Still smooth, and young tree",NA_62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
738,738,10/06/2015 - 10:30am,NA,NA,62,10/6/15,279,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Scars,NA,NA_62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
739,739,10/06/2015 - 10:30am,NA,NA,62,10/6/15,279,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Scars,NA,NA_62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
740,740,10/06/2015 - 10:30am,NA,NA,62,10/6/15,279,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Scars,LUXA,NA_62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
741,741,10/06/2015 - 10:30am,NA,NA,62,10/6/15,279,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Scars,NA,NA_62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
742,742,10/06/2015 - 10:30am,NA,NA,62,10/6/15,279,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Scars,NA,NA_62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
743,743,10/06/2015 - 10:30am,NA,NA,62,10/6/15,279,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Scars,NA,NA_62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
887,887,10/22/2015 - 10:32am,NA,NA,62,10/22/15,295,Fall,Silver Maple,44.558055,-74.94745,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Scars,NA,NA_62_Silver Maple_44.558055_-74.94745_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
593,593,09/28/2015 - 10:25am,NA,NA,62,9/28/15,271,Fall,Silver Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,scares lots of them,"Still smooth, and young tree",NA_62_Silver Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
594,594,09/28/2015 - 9:43am,NA,NA,62,9/28/15,271,Fall,Silver Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,There were damages but no diseases.,"Still smooth, and young tree",NA_62_Silver Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
615,615,09/28/2015 - 9:43am,NA,NA,62,9/28/15,271,Fall,Silver Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,likens,NA,NA_62_Silver Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
737,737,10/06/2015 - 10:28am,NA,NA,62,10/6/15,279,Fall,Silver Maple,44.558055,-74.94765,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,scars lots of them,NA,NA_62_Silver Maple_44.558055_-74.94765_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
744,744,10/06/2015 - 9:45am,NA,NA,62,10/6/15,279,Fall,Silver Maple,44.558055,NA,Yes,School lawn,Open (more than 5hr per day of direct sun),14,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,There are damages no diseases,NA,NA_62_Silver Maple_44.558055_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_14,,
1007,1007,09/14/2016 - 11:10am,NA,NA,62,9/14/16,258,Fall,Silver Maple,44.56,-74.95,Yes,School lawn,Open (more than 5hr per day of direct sun),45,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_62_Silver Maple_44.56_-74.95_Yes_School lawn_Open (more than 5hr per day of direct sun)_45,,
595,595,09/28/2015 - 10:24am,NA,NA,63,9/28/15,271,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,"Scars mostly on trunk, moss",NA,NA_63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22,,
597,597,09/28/2015 - 9:47am,NA,NA,63,9/28/15,271,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,"Cuts, small amount of fallen tree limbs, and lichens.",NA,NA_63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22,,
621,621,09/28/2015 - 10:24am,NA,NA,63,9/28/15,271,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,scars most on trunk and moss,NA,NA_63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22,,
745,745,10/06/2015 - 10:29am,NA,NA,63,10/6/15,279,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,"Scars mostly on trunk, moss",NA,NA_63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22,,
746,746,10/06/2015 - 9:46am,NA,NA,63,10/6/15,279,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Late:  Most or all leaves have turned color (more than 90%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,"likens, Cuts and fallen tree limbs",NA,NA_63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22,,
888,888,10/22/2015 - 10:31am,NA,NA,63,10/22/15,295,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22,,
889,889,10/22/2015 - 10:31am,NA,NA,63,10/22/15,295,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,NA_63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22,,
890,890,10/22/2015 - 10:31am,NA,NA,63,10/22/15,295,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),22,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,"Scars most on bark, moss",NA,NA_63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_22,,
596,596,09/28/2015 - 9:46am,NA,NA,63,9/28/15,271,Fall,Red Maple,44.558055,-74.947465,Yes,School lawn,Open (more than 5hr per day of direct sun),5,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,Cuts and small amount of falling tree limbs.,NA,NA_63_Red Maple_44.558055_-74.947465_Yes_School lawn_Open (more than 5hr per day of direct sun)_5,,
1458,1458,09/08/2015 - 10:01am,NA,NA,63,9/8/15,251,Fall,Red Maple,44.558448,-74.947446,Yes,School paved area,Open (more than 5hr per day of direct sun),21,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,"The top is already experiencing the shedding of leaves, which seems to be happening quite quickly since the last time I submitted a photo.",NA_63_Red Maple_44.558448_-74.947446_Yes_School paved area_Open (more than 5hr per day of direct sun)_21,,
